"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
11/12/20 12:27 AM,"GhoseSpot","47083884","indumalhotra3","2497573434","en","<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>","@indumalhotra3 @RamaNewDelhi Kidnapping had restarted during the early part of MGB regime in 2015 when JDU was in alliance with RJD and Congress. Doctors have always been soft targets. Even then I recall some Doctor was abducted near Gaya. #Bihar",,,0,"1326599916446121984"
11/12/20 12:21 AM,"Ramesh Kushwaha","1326590211246055424","sbdanish","51466521","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@sbdanish @AdityaMenon22 U.p. Bihar people doing it wrong since ages... Yogi regime is just 3 year old & Bihar never had BJP cm..... So ideally SP, BSP, INC, RJD, JDU should be blamed for UP Bihar this condition .. cz they ruled most of the time in these 2 states..",,,0,"1326598466877845505"
11/12/20 12:19 AM,"S K Modi","46631906","rij79","112661068","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@rij79 Very complicated math here. Paswan cut into JDU, as well as RJD seats. Only thing undisputed is people believe in PM's sincerity of purpose. And as I said earlier, prohibition had sort of improved financial stability of households in Bihar.",,,0,"1326598018188111878"
11/12/20 12:18 AM,"Uma Kant Singh","72919562",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","What is NDA in Bihar, nothing, how Nitish Kumar to be CM of NDA, two NDA partners ran Operation Nitish in Bihar, LJP shouted,BJP silently! Mandate says it to be JDU-RJD-Congress govt, if no DyCM, no Minister from Lalu family!#ArnabIsBack #BiharResult #BabyPenguin",,,0,"1326597584559824896"
11/12/20 12:16 AM,"Aryavart","1184526866264158208",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","Dear @NitishKumar looking at these recent Bihar results, is it morally correct of your seeking CM ship and will it be good for future of BJP and JDU both ? https://t.co/3hCi9e1UqO",,,0,"1326597097446019073"
11/12/20 12:07 AM,"Vasudhaiva Kutumbakam","1261966329562533889",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Those who are blaming @asadowaisi can see @LJP4India
done more damage to NDA 
@MunawwarRana
@sardesairajdeep
@ndtvindia
#BiharElectionResults2020
#BiharResult

https://t.co/jrQHtDxO1O",,,0,"1326594938444804096"
11/11/20 11:56 PM,"Shahi Sanjay","1273203055467487233",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","JDU during last 15 years has befooled BIHAR .No development at all in any field  .Proper slogan for JDU could have been ' BIHAR me ka ba NITISHEY KUMAR ba jey ekdam bekar ba'.",,,0,"1326592167398141952"
11/11/20 11:42 PM,"Kumar Ankit Arya","940601076973228032","MrutyunjayNJ","2417750576","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@MrutyunjayNJ Same came from SAMNA in the morning

https://t.co/yTVpLYTb9V",,,0,"1326588733500477445"
11/11/20 11:42 PM,"Omkar Karve","2781801480",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","The fact is Tejaswi Yadav didn't lose Bihar election. Tejaswi Yadav (RJD) has actually defeated Nitesh Kumar (JDU). But the game changer for NDA was Modi factor (BJP) and game spoiler factor for Mahagathabandhan was Rahul Gandhi (Congress). India is rejecting Congress everywhere.",,,0,"1326588515006644224"
11/11/20 11:41 PM,"Dr ramkumar","126938034","jershali","402610677","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@jershali 1/n No body has the right to question the aspirations of aimim or any political party for that matter. But the context and an opportunity when wasted to defeat the bigger enemy vents out the frustration in open. RJD , INC and JDU share the minorities vote bank in bihar.",,,0,"1326588252304838656"
11/11/20 11:40 PM,"KJSingh","1267506889291513857",,"-1","en","<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>","#BJP vote share in just concluded #Bihar election is 19.5% that includes vote base of #BJP, #JDU, #HAM, #VIP-in this 19.5% vote share, what is the personal vote share of #BJP and, what is the vote share of #PrimeMinister #Modi & #Bihar_BJP individually deserves an in depth study",,,0,"1326588012919091201"
11/11/20 11:27 PM,"Big Breaking Bihar","1320115598282477568",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","#BiharElections: Results of all 243 assembly constituencies declared.
NDA wins 125 seats (BJP 74, JDU 43, VIP 4, HAM 4)
Mahagathbandhan wins 110 seats (RJD 75, Congress 19, Left 16)
AIMIM wins 5, BSP wins 1, LJP wins 1 & Independent wins 1 
@yadavtejashwi @NitishKumar https://t.co/o0m5p3Gb8I",,,0,"1326584741781364737"
11/11/20 11:23 PM,"SUDHIR KESHAVAN","100015817","TimesNow","240649814","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@TimesNow @yadavtejashwi You guys are taking @iChiragPaswan very lightly. He showed potential. He is not a clown like Raga and Tejaswi or even Tej Pratap or Aditya Thakrey. 

He is in the League of sachin Pilot and Jyotiraditya. If he can work in Bihar for next 5 yrs he can really dent RJD and JDU.",,,0,"1326583942523232256"
11/11/20 11:23 PM,"FightTheEvil","1205840982073171969","sarahmarb","2318615419","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@sarahmarb Yeah. Different Bihar. Feku would have netted half of JDU and Congress MLA's and form their own government. Next what: You can see all development. Reverse migration will happen. Visas will be issued to work in pakora factory.",,,0,"1326583811975507969"
11/11/20 11:08 PM,"????","61533959",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Bihar me BJP JDU ko sabhi category se vote mila hai.. including Yadav EBC OBC, SC, Marginalized SC, Mallah.. 
Sabhi ka.. 

So caste Politics won't work. 

But Tejasvi Promised Jobs, 
to kisi ko job bhi nahi chahiye...",,,7,"1326580170833059840"
11/11/20 11:05 PM,"Nirmal Ganguly","258710092",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Chirag Paswan hurt NDA in as many as 38 seats in Bihar.

LJP has polled more votes than the margin between the winning candidate and the defeated NDA candidate in 39 seats as per news analysis.

33 lost by JDU.
VIP 4, BJP 1 & HAM 1

And he won just 1 seat. What was he thinking?",,,0,"1326579304872910848"
11/11/20 10:57 PM,"MainSamayHu","104401137","indya_satya","155890674","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@indya_satya @Manojku15649784 @5Forty3 BJP made same mistake in Jharkhand and conceded the state to JMM.

BJP will not be able to pull it alone in Bihar in 2025 until JDU ceases to exist.

As long as JDU is in existence, the EBC and MBC votes are still intact behind it n enough to tilt it in favour of whom they side",,,0,"1326577309575503872"
11/11/20 10:49 PM,"Uma Kant Singh","72919562",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","BJP celebration in Delhi was celebration how JDU being marganalised in Bihar, it just needed show of spine by @NitishKumar !",,,0,"1326575177904238593"
11/11/20 10:46 PM,"THE BONE DOCTOR OF J & K Dr Vikas Padha??","101430084",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","In Bihar 
JDU represents regional aspirations of Bihar and is in alliance with national party Bjp for 4th term now .

Similar arrangement in Haryana .

Maharashtra had similar arrangement between Shiv Sena and Bjp that no longer exists .

 Will SAME phenomenon be there in Jammu ?",,,2,"1326574548406337536"
11/11/20 10:45 PM,"$@Ty@V!r","155890674","indya_satya","155890674","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@maafinahimilegi @Manojku15649784 @5Forty3 And yes, RJD got votes because Nitish performed badly and not that people had high hopes of him. We all know RJD is a crap party and it will never get the support from the majority in Bihar. LJP has only dented JDU and that has only assisted BJP in gaining control over alliance.",,,0,"1326574194474299392"
11/11/20 10:40 PM,"Kiran Kumar S","75610842",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Why did most media houses got the #BiharElection exit polls wrong? 

1) They missed the momentum. RJD+ was ahead in phase 1 only.

2) Missed the big swing of women towards BJP & JDU. 

3) They missed the silent Modi supporters across the northern part of Bihar. 

What else?",,,16,"1326573010917027840"
11/11/20 10:39 PM,"$@Ty@V!r","155890674","maafinahimilegi","104401137","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@maafinahimilegi @Manojku15649784 @5Forty3 Firstly, you needn't teach an inhabitant of Patna since birth about the politics in Bihar. 
Now, if you think RJD has risen now, it's wrong. They rose in 2015 (80/101 seats) compared to 2020 (75/144 seats), courtesy JDU. 
And stay clear, no common Bihari considers Tejaswi a hero",,,0,"1326572763306450944"
11/11/20 10:36 PM,"??? ?????? - ?????????? ???? ?","39118710",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Just browsing EC website on Bihar election is very interesting. LJP hurt JDU. Worse, if they joined hands with RJD, the latter would have formed the govt - is my reading right?",,,0,"1326572116704194560"
11/11/20 10:32 PM,"DhamMitra Sanjeev","1190994015744921601",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","What made #Bihar Voter's to cast their votes for #BJP and #JDU to make win #BiharElectionResults2020 #BiharResults #BiharElection",,,0,"1326571056002297856"
11/11/20 10:32 PM,"Kiran Kumar S","75610842",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Chirag Paswan hurt NDA in as many as 38 seats in Bihar.

LJP has polled more votes than the margin between the winning candidate and the defeated NDA candidate in 39 seats as per news analysis.

33 lost by JDU.
VIP 4, BJP 1 & HAM 1

And he won just 1 seat. What was he thinking?",,,71,"1326570922124349440"
11/11/20 10:21 PM,"Sanket Upadhyay","52810218","SonuSood","295026890","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@SonuSood on how Bihar migrants were angry with govts and yet voted BJP and JDU. https://t.co/8gEY2Y2Kgu",,,18,"1326568308506681344"
11/11/20 10:13 PM,"Manojkumar D Shenoy","1516028497",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","Outgoing Bihar cabinet has 18 ministers from JDU and 12 ministers from BJP.

New Ministry most likely will be 10-11 from JDU 15-16 from BJP and 2 each from HAM & VIP.",,,0,"1326566285400928256"
11/11/20 10:10 PM,"Pradeep Gupta","201390909","sambitswaraj","1368737382","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@sambitswaraj LJP needs to be shown Exit doors in Central NDA coalition.
It nearly made NDA loose the elections in Bihar.
@BJP4India and @BJP4Bihar should start preparing to fight elections alone in 2025.
JDU is over ambitious and power hungry party.",,,0,"1326565451527229442"
11/11/20 9:56 PM,"M Reyaz, PhD || ???? ????","25703312","journalistreyaz","25703312","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RSS' network is so strong, if they want to teach lessons to a candidate or party, they can easily mobilize their base against them. We saw this in Bihar when Sangh Parivar, in some constituencies supported LJP candidates, and in one case, even an Independent against JDU. 

4/n",,,1,"1326561984058372099"
11/11/20 9:56 PM,"SG","1242205335672193025","NaremD","895645902660042753","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@NaremD @PMOIndia @BJP4India One party is busy passing allegations of EVM tampering and on the other hand BJP once again demonstrated ethical values by still backing Nitish Kumar though JDU got only 18% of total seats. Only party that never ran after Power! Then Maha now Bihar!",,,0,"1326561960960290816"
11/11/20 9:55 PM,"#NaMo","423410510","ndtv","37034483","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@ndtv It's time to break RJD, Cong and JDU and form BJP government in Bihar. All upper caste mlas should be approached first. Taking 35 mlas are enough",,,0,"1326561652091703296"
11/11/20 9:50 PM,"MATHEW VARGHESE","47379666",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RJD never complain about Congress for sure because their downfall started from 2009 after they rejected Congress. 2009 is still a shocker for RJD & clear picture what Congress can do alone in Bihar. Now play a Yeddi role to get JDU mla to give a befitting reply for KA.",,,0,"1326560425689800704"
11/11/20 9:47 PM,"FinancialXpress","50279781",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","Return of Nitish Kumar: All eyes on Bihar govt formation with JDU chief at helm
https://t.co/SobvghOdcO https://t.co/sPStr4UOY1",,,1,"1326559754014003202"
11/11/20 9:47 PM,"Balmikimandal Bahurnajee.BHARAT PRABHAT PARTY. EX","1294987741927677953",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","BIHAR ME FiR SE Recounting Ho To NDA KI haR Nishchit h.
AuR JDU KI SeaTs V Badh AayeGi.
GovT To MahaGaThBanDhaN KI HoGi !
BmB Bharat ParabhaT parTy.
Thanks.",,,0,"1326559676717125633"
11/11/20 9:45 PM,"Karthik Nayak","1249453891","IndiaToday","19897138","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@IndiaToday @sardesairajdeep Mr. Singhvi please be honest.  How many senior leader went for Bihar election canvassing? Your ground work is zero.  Rest of the congress workers will join either JDU or BJP.  Even after many failures you congress not learned anything....",,,0,"1326559192040108032"
11/11/20 9:38 PM,"LokMarg","2412550704",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","My Aim Was To Dent JD(U), Not To Affect BJP: Chirag Paswan Tells Sahil Pandey @sahilndy 
#ChiragPaswan #LJP #BiharElectionResults2020 #NDA_??_????? #Bihar  
https://t.co/A8mS7bYxjJ",,,1,"1326557319942037504"
11/11/20 9:35 PM,"Nihal","1326549236452745224",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","I hate jdu and bjp alliance in bihar .....bjp is ok but jdu is worst and nitish as a cm is a big corruption .",,,0,"1326556608550240262"
11/11/20 9:30 PM,"Dharmo Rakshati Rakshitah","3165264895",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","After #BiharElectionResults2020 , 
It is clear that BJP has defeated RJD, JDU & LGP.
This is called unbeatable Great level of Politics ?

Nice speech at BJP HQ?
#India #Bihar #BiharExitPolls #BiharElection2020",,,0,"1326555447239741440"
11/11/20 9:25 PM,"Ranjana Rane Das","888657703295479809","AmitShah","1447949844","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@AmitShah @narendramodi @JPNadda @BJP4India ???? ??? ?? ??????. Bihar proved it again by giving clear verdict to @narendramodi ji 
 Congratulation @BJP4India
& JDU alliance. 
Efforts paid off 
@BJP4Bihar",,,0,"1326554197718822914"
11/11/20 9:22 PM,"PRABIR  DASGUPTA","170593896",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","#PrashantKishor got a taste of things in remote-controlled #Bihar that awaits him in #Bengal where he is the official elec strategist of #MamataBanerjee..
****
The #JDU sees Kishor’s hand in #LJP chief #ChiragPaswan leaving #NDA.
https://t.co/7WaG7m42gd 
#BiharElectionResults2020",,,0,"1326553455750639627"
11/11/20 9:18 PM,"Prashant Kamath","941540982847361025","BDUTT","19929890","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@BDUTT You seem to still be languishing in medevial age.  If you see its the silent voters it's women who rescued BJP n JDU.  It is their forwarding thinking that saved Bihar from clutches of Administration falling in hands of 9th pass or fail candidate.  Nitishji is Mech Eng by Qual",,,0,"1326552508395712514"
11/11/20 9:14 PM,"Prof Haldhar Balram","996025117883977731","IndiaToday","19897138","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@IndiaToday @mukeshrawat705 Bihar elections...A microscopic view...
Vote percentage per seat contested..
RJD 0.161%
BJP 0.161%
JDU 0.126%
INC 0.136%
LJP 0.046%",,,0,"1326551454455197698"
11/11/20 9:09 PM,"Raju K Gogoi","749992824322613248",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Bihar election may not be good for opposition but it is good for people. Now neither JDU will be in full comand nor BJP because CM will be with JDU but power will be with BJP and a 20 MLAs here and there may easily  change the alignment.",,,0,"1326550109803352065"
11/11/20 9:07 PM,"Er. Kumar Rajesh","1217740671718772737","yadavtejashwi","2253148681","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@yadavtejashwi @TejYadav14 #BiharElections2020
RJD have a many options to be a government of Bihar.
                  
1.Gathbandhan+AIMM+HAM+VIP
2.Gathbandhan+AIMM+BSP+LJP+Ind+HAM
3.Gathbandhan+AIMM+BSP+LJP+Ind+VIP
4.Gathbandhan+AIMM+JDU",,,0,"1326549692725932032"
11/11/20 9:05 PM,"Akhilanand Tripathi","906566658327826432",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","I don't agree with the idea that LJP has given dents to the NDA's electoral prospects in Bihar. In the case of BJP-JDU-LJP alliance,big part of Dalit voters could go to vote in the favour of RJD/Mahagathbandhan. LJP helped NDA by giving an alternate platform to the Dalit voters.",,,0,"1326549128164204544"
11/11/20 9:05 PM,"Prof Haldhar Balram","996025117883977731","TusharG","17802221","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@TusharG @sinemetuvivere Bihar elections...A microscopic view...
Vote percentage per seat contested..
RJD 0.161%
BJP 0.161%
JDU 0.126%
INC 0.136%
LJP 0.046%",,,0,"1326549065992056836"
11/11/20 9:05 PM,"Sonu Kumar Singh","2257764524",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Again, Journalists sitting in AC room got it wrong in predicting #ExitPolls.

Data Says, Women voters helped BJP+JDU.  WHY so?

1)Toilet
2)Free LPG
3)Alcohol ban
4)100% electricity
5)Mudra Yojana
6)Direct Financial support n so on...

Rare but more women voted in #Bihar than Men.",,,0,"1326549029979762692"
11/11/20 9:04 PM,"Prof Haldhar Balram","996025117883977731",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Bihar elections...A microscopic view...
Vote percentage per seat contested..
RJD 0.161%
BJP 0.161%
JDU 0.126%
INC 0.136%
LJP 0.046%",,,0,"1326548824039415809"
11/11/20 9:04 PM,"Abhishek","1206654785136410624",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Bihar's equation: 
Nitish is about to retire, and BJP needed Bihar. This celebration in Delhi is the official sign of the stronghold of BJP in Bihar. The MLAs of JDU are just in a trap. Long Long Shot!! Masterstroke indeed.",,,0,"1326548787267948547"
11/11/20 9:00 PM,"Ahmedabad Mirror","124121096",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","'My aim was to provide more seats to BJP and damage to JDU. The LJP will improve its performance in 2025'

#ChiragPaswan 

https://t.co/oIEWmDHfFN",,,0,"1326547736993263619"
11/11/20 9:00 PM,"Jagran English","231692806",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","#BiharElectionResults2020 | List of winning candidates on 243 constituencies

#ResultsWithJagran

https://t.co/84Zi0ni3Tq",,,0,"1326547734371815432"
11/11/20 8:58 PM,"Deepak roy(NOT A BOT??)","1246832207806767104","chitraaum","2957682932","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@chitraaum @narendramodi Sabse badi party RJD H MAM.. TEJASHWI IS D MOST POWERFUL LEADER OF BIHAR NOW..HE SINGLE HANDELY FIGHT FROM POWERFUL BJP AND JDU..",,,0,"1326547314698170368"
11/11/20 8:56 PM,"MD Jawed Hassan Ansari","977967588297904129",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Bihar Election 2020: Nitish Kumar's JD-U wins this assembly seat by just 12 votes | via @IndiaTVNews https://t.co/1vm2AI66h4",,,0,"1326546918047014912"
11/11/20 8:56 PM,"Manish Pal (INC)?","259184771",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Facts behind 70 INC seats in Bihar  
RJD has never performed well in these seats after 1990
 NDA had won 58/70 contesting in 2015 without JDU with them 
 In 2015 INC won 23/32 seats and RJD won 2/38 it contested
So when you talk of 70 consider this too
@Pawankhera @rssurjewala",,,0,"1326546750383951877"
11/11/20 8:55 PM,"Sonu Kumar Singh","2257764524",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","All #ExitPolls suggested Cong+RJD winning #Bihar. As, There was huge anger against the BJP+JDU govt, MPs & MLAs.

What proved #ExitPolls wrong??

1)Women Vote
2)Modi Magic #ModiHaiToMumkinHai 

#WelcomeBackArnab",,,0,"1326546564974694401"
